,Place,Event,Time,Date,Subject
14170,"['Hirado', 'Hirado', 'other respects', 'the head', 'account']","['the Hirado factories', 'the Hirado-yakz']",[],['between 1759 and 1840'],[]
14171,"['large numbers', 'export']",[],[],[],[]
14172,['gardens'],['which'],[],[],[]
14173,[],['The town'],[],[],[]
14174,"['some reason', 'order', 'Mons', 'the signature']","['which', 'William']",[],['four days'],['William']
14175,"['a long time', 'this cruel disease']","['he', 'which']",[],[],[]
14176,[],['Two factors'],[],[],[]
14177,"['Rome', 'an art']","['Oratory', 'which']",[],[],[]
14178,[],['it'],['minute'],[],[]
14179,['Q'],['f t'],[],[],[]
14180,['Transvaal'],['The mines'],[],[],[]
14181,['constant pressure'],"['the amounts', 'they']",[],[],[]
14182,['Mediterranean'],['withdrawals'],[],[],[]
14183,"['Egypt', 'the Nile Valley', 'Arabia']",[],[],[],[]
14184,"['the form', 'some prickly plant', 'Linnaeus', 'the name']","['some', 'the name']",[],[],['Greeks']
14185,[],[],[],[],[]
14186,"['its many extensive breweries', 'English porter']","['The town', 'which']",[],[],[]
14187,"['screws', 'that case']",[],[],[],[]
14188,"['Monaco', 'Paris', 'Monaco', 'Pacific', 'oceanography', 'the very special services', 'the prince', 'Professor Alexander Agassiz', 'the investigation']","['The efforts', 'a rule', 'who']",[],[],['Alexander Agassiz']
14189,"['a body', 'a fixed axis', 'the transformed product']",['the force'],[],[],[]
14190,[],[],[],[],[]
14191,['atoms'],[],[],[],[]
14192,['the same time'],['The longer fragments'],[],[],[]
14193,['eternal punishment'],[],[],[],[]
14194,['copses'],['which'],[],[],['bush']
14195,['agriculture'],[],[],[],[]
14196,[],['the six years1903-1904to1908-1909the imports'],[],[],[]
14197,['the masterpieces'],['the Alexandrians'],[],[],[]
14198,[],"['Sporozoa', 'they']",[],[],['Sporozoa']
14199,[],['It'],[],[],[]
14200,[],"['Some', 'sacramentals']",[],[],[]
14201,"['the opinion', 'the prayers', 'their consecration', 'those']","['He', 'who']",[],[],[]
14202,"['France', 'the Channel Islands']",[],[],[],[]
14203,[],"['these conditions', 'it']",[],[],[]
14204,['Ecclesia'],['It'],[],[],[]
14205,[],[],[],[],[]
14206,"['the United Kingdom', 'the United Kingdom', 'sufficiently low prices', 'sufficient quantities']",[],[],[],[]
14207,"['the British Empire', 'the British Government', 'connexion', 'excess', 'sufficient quantities']",['Investigations'],[],['1920'],[]
14208,['the crown'],['One-fifth'],[],[],[]
14209,['an exchange'],['it'],[],[],[]
14210,"['Mexico', 'northern Mexico net-work']","['finer material', 'texture']",[],[],['wefts']
14211,[],[],[],[],[]
14212,[],[],[],[],[]
14213,[],['The islands'],[],[],[]
14214,['timber'],[],[],[],[]
14215,['Nile'],['It'],[],[],[]
14216,['agricultural produce'],['The exports'],[],[],[]
14217,[],[],[],[],[]
14218,[],[],[],[],[]
14219,[],[],[],[],[]
14220,"['the Cape of Good Hope', 'the Netherlands East Indian Company', 'the date']",['the Netherlands East Indian Company'],[],['annual'],[]
14221,[],"['the states', 'which']",[],[],[]
14222,['the metric system'],"['the British systems', 'which']",[],[],[]
14223,['which'],['no subdivision'],[],[],[]
14224,"['England', 'the mint']",[],[],['the middle ages'],[]
14225,['them'],[],[],[],[]
14226,"['England', 'England', 'Elizabeth']","['colonies', 'they', 'which']",[],[],['Elizabeth']
14227,"['Florida', 'Tennessee', 'them', 'an output']","['All the other states', 'Tennessee']",[],[],[]
14228,['their lines'],['The two coils'],[],[],[]
14229,['a period'],"['Chandler', 'he', 'which']",[],"['1888', '118 years']",['Chandler']
14230,"['New York', 'the Western States', 'the competition', 'the production', 'the production', 'the dairy business']","['New York', 'it']",[],[],[]
14231,['Delaware'],"['The state', 'that']",[],[],"['Greene', 'Sullivan', 'Ulster']"
14232,[],['the ear'],[],[],[]
14233,['London'],[],[],[],[]
14234,"['the United States', 'Waltham', 'power', 'the factory system']",[],[],"['1816', '1813']",[]
14235,['Vistula'],[],[],[],[]
14236,"['the Gulf of `Akaba', 'Hadramut', 'the Gulf', 'Hadramut']","['The Catabanes', 'who', 'the Gabaeans']",[],"['seventy days', 'forty days']","['Hadramut myrrh', 'Aelana', 'Minaea']"
14237,['kind'],['The gods'],[],[],[]
14238,[],['we'],[],[],[]
14239,['the other hand'],['the velocity'],[],[],[]
14240,[],['A sharp clap'],[],[],[]
14241,['methods'],['which'],[],[],[]
14242,[],['the waves'],[],[],[]
14243,"['the same direction', 'the segments', 'the two former segments', 'equal distances', 'the ear']","['the segments', 'BOC']",[],[],[]
14244,"['turn', 'the pressure', 'the original tones', 'the second, third, &c., order']",['These combination tones'],[],[],['&c.']
14245,[],"['This want', 'the variation']",[],[],[]
14246,[],"['F', 'the second term']",[],"['a sin 22rn', '2n 1, 2772']",[]
14247,"['Cape', 'oxen', 'a team', 'farmers']",[],[],[],[]
14248,"['Harrismith', ""Thaba'nchu""]",['The same regions'],[],[],[]
14249,[],[],[],[],[]
14250,[],['The diamond fields'],[],[],[]
14251,"['Japan', 'such a distance', 'the general line']","['the military policy', 'it', 'Moltke', 'he']",[],"['1866', '1870']",['Moltke']
14252,['his favour'],"['the general circumstances', 'they']",[],[],[]
14253,"['Chemnitz', 'Limbach', 'Kamenz', 'the northeast', 'underclothing']",['Bautzen'],[],[],"['Woollen cloth', 'Kamenz', 'Bischofswerda', 'Grossenhain', 'Meerane', 'Reichenbach']"
14254,"['the manufacture', 'the town']",['The neighbouring fields'],[],[],[]
14255,"['Benton Harbor', 'the vicinity']",['Benton Harbor'],[],[],[]
14256,"['the south coast', 'Tarsus', 'Adana']",['the produce'],[],[],[]
14257,[],['Its industries'],[],[],[]
14258,[],[],[],[],[]
14259,"['the centre', 'one-quarter span']","['A criterion', 'which']",[],['one-quarter'],[]
14260,"['instance', 'one member']",['A workman'],[],[],[]
14261,"['Austria', 'the German Empire', 'Austria', 'Germany', 'this respect', 'the same position', 'the enemy', 'raw materials', 'Germany', 'exchange']",['Austria'],[],[],[]
14262,"['Milwaukee', 'Milwaukee averages']",['The country'],[],[],[]
14263,[],[],[],[],[]
14264,"['a personal interview', ""two or three months' trial"", ""three years' training""]",[],[],"['22', '35 years of age', ""two or three months'"", ""three years'""]",[]
14265,['agricultural produce'],['The trade'],[],[],[]
14266,['the British coast'],['it'],[],[],[]
14267,"['the ground', 'as much food', 'feeding cattle']",['an acre'],[],[],[]
14268,[],['Hay'],[],[],[]
14269,"['a', 'another']","['The vowel signs', 'Each', 'some']",[],['the present day'],[]
14270,['the ground-tax'],"['the government', 'the government']",[],[],[]
14271,['wharves'],['which'],[],[],['Peene']
14272,"['the Eastern Islands', 'India', 'China', 'Europe', 'Moluccas', 'Celebes', 'Bali', 'its ports', 'Borneo']",[],[],[],['Borneo']
14273,"['the other hand', 'order', 'them']","['those', 'who', 'the media']",[],[],[]
14274,['very high precision'],"['modern experiments', 'convection']",[],[],[]
14275,"['it', 'its motional or kinetic aspect']","['they', 'which']",[],[],[]
14276,[],[],[],[],[]
14277,[],['Their blast furnaces'],[],['annually'],[]
14278,"['Edinburgh', 'Edinburgh']","['Many foreign merchants', 'these', 'who']",[],[],['Scots']
14279,[],['We'],[],[],"['produce medusae', 'medusae', 'bud medusae']"
14280,"['threats', 'terror']","['Luther', 'which']",[],[],[]
14281,"['all lands', 'order', 'heaven', 'their significance', 'ablutions', 'the realm']",['The rites'],[],[],[]
14282,"['a sense', 'extraordinary patriotic efforts', 'the great quadrennial diet']",['it'],[],[],[]
14283,['very ill part'],"[""the tsar's concessions""]",[],[],[]
14284,[],"['Waclaw Sieroszewski', 'a contribution']",[],['Twelve Years'],['Jakuts']
14285,"['years', 'a time', 'the variegation']","['The breeder bulbs', 'some']",[],['years'],[]
14286,"['offsets', 'fairly large numbers']",['most varieties'],[],[],[]
14287,['seed'],['Some varieties'],[],[],[]
14288,[],['The larger species'],[],[],[]
14289,[],[],[],[],[]
14290,"['Frazer', 'the benefit', 'the character']",[],[],"['1905', '1 9 00']","['Frazer', 'Golden Bough', 'Zeus']"
14291,"['a direction', 'right angles', 'such rocks']",['Pressure'],[],[],[]
14292,['weaving'],['Jiiterbog'],[],[],['Jiiterbog']
14293,['the anther'],"['Many plants', 'which', 'the pollen']",[],[],[]
14294,"['Baza', 'the linen', 'Baza']",[],[],[],[]
14295,"['its officers', 'their states']","['The navy', 'the foreign relations']",[],[],[]
14296,"['Sahara', 'the Sahara']","['It', 'which']",[],[],[]
14297,['vast orchards'],[],[],[],[]
14298,"['the words', 'the subject']",['The country'],[],[],[]
14299,['vineyards'],"['cultivation', 'the vineyards']",[],['1895'],[]
14300,['other stones'],['which'],[],[],[]
14301,"['France', 'France', 'the reign']",[],[],"['1682', '1688']","['Louis XIV.', 'Abraham Duquesne', ""Jean d'Estrees""]"
14302,['a polished iron tray'],[],[],[],[]
14303,[],[],[],[],[]
14304,"['Maryland', 'Pennsylvania', 'Kentucky', 'Kentucky', 'Maryland', 'Indian corn']",['all efforts'],[],"['annual', '1880 to', '1900', '1905']",['Bourbon']
14305,"['their attacks', 'King John', 'any liability']","['he', 'which']",[],[],"['Hubert', 'King John']"
14306,"['the bite', 'man']",[],[],[],[]
14307,"['a very low cost', 'small size', 'prices']","['He', 'the Institute']",[],['10d'],[]
14308,"['some engineering purposes', 'an accuracy', 'the verification']",['it'],[],[],[]
14309,['that'],['which'],[],[],"['Areca Catechu', 'Chavica Betel']"
14310,"['the hands', 'him', 'materials', 'order']","['Profit', 'they']",[],[],[]
14311,['her grandfather'],['Martha'],[],[],['Martha']
14312,[],['Property ownership'],[],[],[]
14313,"['Basin', 'his property', ""Governor's Basin""]",[],[],[],[]
14314,['myself'],['I'],[],[],[]
14315,[],"['things', 'she']",[],[],[]
14316,[],[],[],[],[]
14317,[],['who'],[],"[""'55""]",[]
14318,[],[],[],[],[]
14319,[],[],[],[],['Anagnos']
14320,"['four years', 'Pierre']","['he', 'he']",[],['four years'],['Pierre']
14321,[],"['he', 'he', 'he']",[],[],['Alfonso']
14322,"['royalties', 'a thousandfold']","['you', 'fees']",[],[],[]
14323,['her children'],['This property'],[],[],[]
14324,"['Connecticut', 'money']",['he'],[],"['1631', '1632']",['John Hampden']
14325,['England'],[],[],[],[]
14326,"['forty days', 'any other way']",[],[],['forty days'],[]
14327,['it'],"['The villains', 'who', 'which']",[],[],[]
14328,[],[],[],[],[]
14329,['other morphological types'],[],[],[],[]
14330,"['the intervals', 'the Christian Church']",['It'],[],[],[]
14331,"['most questions', 'real property']",['these courts'],[],['the later middle ages'],[]
14332,"['England', 'England']","['the jurisdiction', 'Christian']",[],[],[]
14333,[],[],[],[],[]
14334,['Russia'],['The subject matter'],[],[],[]
14335,[],['an overwhelming force'],[],[],['Charles']
14336,"['some rural districts', 'dry-rot']",[],[],[],[]
14337,"['Bacteria', 'the case']",[],[],[],[]
14338,['a similar property'],"['It', 'which']",[],[],[]
14339,['Salicornia'],"['i', 'the roothairs']",[],[],[]
14340,"['necessity', 'predatory tribes', 'force', 'a feebler people']","['the pursuit', 'who']",[],[],[]
14341,['the unbroken skin'],[],[],[],[]
14342,[],['Papirius Carbo'],[],[],['Papirius Carbo']
14343,['the property'],['the sovereigns'],[],['1496'],['Alexander VI']
14344,"['Granada', ""the Dominican's fiery denunciations"", 'the fall']","['those', 'who']",[],"['three months', 'four months']",[]
14345,['the west'],['the hill'],[],[],"['George Munjoy', 'George Bramhall']"
14346,[],['These assertions'],[],[],[]
14347,"['the administration', 'the attack']",['the administration'],[],[],[]
14348,"['Fort William', 'New Castle', 'New Hampshire', 'the capture']",['he'],[],['December 1774'],['Mary']
14349,"['Westmoreland', 'his family', 'Fox']","['the midsummer vacation', 'he', 'he']",[],[],[]
14350,"['many metals', 'consequent production']","['It', 'which']",[],[],[]
14351,"['a refrigerating agent', 'virtue', 'a fire extinctor']",[],[],[],[]
14352,[],['some offices'],[],[],[]
14353,['Venice'],[],[],[],[]
14354,"['Plain', 'Coast', 'auction']",['Megacles'],[],[],[]
14355,"['the Duma', 'two curias', 'such a way', 'wealth']","['These', 'each', 'the democratic colleges']",[],[],['Duma']
14356,"['the municipal dumas', 'the towns', 'the zemstvos']",[],[],['three years'],[]
14357,"['Lithuania', 'the Russian land', 'which', 'treason', 'which']",[],[],[],[]
14358,"['the proposal', 'a wholesale confiscation']",[],[],['1410'],['Lollardry']
14359,"['Philippines', 'the grandeeship', 'the Philippines']",[],[],[],[]
14360,['his wife'],[],[],[],[]
14361,['which'],"['statistics', 'the railway manager']",[],[],[]
14362,"['the cost', 'stations', 'the cost', 'a whole']","['A system', 'which']",[],[],[]
14363,"['securities', 'a first, second or third mortgage']",[],[],[],[]
14364,"['the railway situation', 'the fact']",['the difficulty'],[],[],[]
14365,"['Europe', 'those', 'them', 'the cost']","['the supplementary fares', 'who']",[],[],[]
14366,"['the proper depth', 'place', 'houses', 'private property']","['the surface', 'the lines']",[],[],[]
14367,"['Berlin', 'Berlin', 'the Stadtbahn', 'a part', 'the metallic structure']",['which'],[],[],[]
14368,[],[],[],[],[]
14369,"['the type', 'the case', 'the abutting property']","['The cost', 'the courts']",[],[],['&c.']
14370,[],['The instrument'],[],[],[]
14371,"['glycerin', 'their possession', 'the same way', 'alkalis', 'glycerides']",['which'],[],[],[]
14372,"['Marduk', 'Babel', 'a proclamation', 'his victory', 'all the inhabitants', 'the favourite']",['Cyrus'],[],[],[]
14373,"['Massilia', 'exile', 'Massilia', 'auction']",['Milo'],[],[],[]
14374,"['the legislature', 'the following year', 'George III', '.', 'its head', 'it']","['Wheelock', 'that body', 'which']",[],['the following year'],['George III.']
14375,"['Massachusetts', 'favour', 'favour']",['Webster'],[],['1820'],['Webster']
14376,"['North', 'South', 'Mexico', 'the United States', 'the beginning', 'Mexico', 'this territory', 'it', 'the ground']","['Calhoun', 'the Constitution', 'Webster', ""Webster's view""]",[],[],"['Calhoun', 'Webster', 'Webster']"
14377,['a butcher'],"['he', 'his character']",[],[],"['St Nicholas', 'Ipswich', ""Thomas Cromwell's""]"
14378,"['all aides', 'the farmers']",[],[],[],[]
14379,['an organization'],[],[],[],[]
14380,['Elfin'],"['Few Englishmen', 'The families']",[],[],"['Derbyshire', 'Shirley', 'Gresley']"
14381,['the 1st'],['the city'],[],"['1909', 'the 1st of February 1910']",[]
14382,"['the large landowner', 'means', 'slave-bailiffs']","['wealth', 'who']",[],[],[]
14383,"['a statute', ""nine or six years' purchase"", 'the nature']",['their tithes'],[],"[""nine or six years'""]",[]
14384,"['other things', 'the result', 'any', 'the institution']","['he', 'he']",[],[],[]
14385,['which'],['we'],[],[],[]
14386,['Denmark'],"['he', 'his share']",[],[],[]
14387,['the disposal'],"['they', 'which', 'they']",[],[],[]
14388,"['France', 'France', 'the 16th', 'the official Correspondence', 'the lands', 'France']",['he'],[],['the 16th of December'],['Stein']
14389,['large landed property'],"['The Scythian nomads', 'who']",[],[],[]
14390,[],"['The smith', 'the young hero', 'a whelp']",[],[],[]
14391,['the monks'],[],[],[],"['St Simeon', 'St Sava']"
14392,"['a dwelling-place', 'Turkish merchants']",['which'],[],[],['Pesaro']
14393,"['the use', 'which', 'the time']",['a wife'],[],[],[]
14394,['which'],"['every family', 'a homestead', 'personal property']",[],[],[]
14395,"['the sale', 'Congress', 'the salt and swamp lands', 'the state', 'such purposes', 'a uniform levy', 'separate districts', 'certain fines', 'non-resident pupils']",[],[],['1908'],[]
14396,[],[],[],"['1909', 'the end of the fiscal year']",[]
14397,['a basis'],[],[],[],[]
14398,[],"['he', 'he']",[],[],[]
14399,"['the mayor', 'candidates', 'local art', 'their approval']",['no work'],[],[],[]
14400,[],[],[],"['1907', '1822', '1850']",[]
14401,[],[],[],[],[]
14402,['the Settled Estates Act'],[],[],[],[]
14403,[],['A married woman'],[],[],[]
14404,[],[],[],[],[]
14405,"['the property', 'his administrator']",['he'],[],[],[]
14406,[],[],[],[],[]
14407,"['the lessee', 'the term']",['Leases'],[],[],[]
14408,"['the expiration', 'common law', 'the occupation']",['The land'],[],[],[]
14409,"['Scotland', 'the termination']",['The Agricultural Holdings'],[],"['1883', '1900']",[]
14410,['itself'],['A lease'],[],[],[]
14411,"['Prussia', 'Prussia', 'the king', 'personal property']","['this line', 'the lordship']",[],['1784'],[]
14412,[],[],[],[],[]
14413,[],[],[],['1908'],[]
14414,"['volume', 'trustworthiness', 'an event', 'a fraction', 'consequence']","['The information', 'it', 'it']",[],[],[]
14415,"['towns', 'the feudal classes']","['Burgesses', 'they', 'a burgess']",[],[],[]
