,Place,Event,Time,Date,Subject
15354,Deidre,,,,Gabriel
15355,,,,,
15356,,,,,
15357,Venice,,,many years,
15358,Slavonia,,,,Charles
15359,Cairo,,,,
15360,,,,,Bosporus
15361,,,,,Jason
15362,Jena,,the afternoon of the 11th,,
15363,Kutusov,,,,
15364,,,,the 14th of March,Brienne
15365,,,,the revolutionary year 1848,
15366,,,,,
15367,,,,,
15368,China,,,,Colossae
15369,,,,,
15370,,,,,
15371,Jerusalem,,,,Ascalon
15372,,,,,1600 B.C.
15373,Mediterranean,,,,
15374,Africa,,,,
15375,Indus,,,,Turkoman
15376,,,,,
15377,,,,,
15378,Euphrates,,,,
15379,,,,,
15380,,,,,
15381,,,,,
15382,earth,,,,David Gill
15383,,,,1892,
15384,Juncaceae,,,,Juncaceae
15385,,,,,Amos
15386,,,,,
15387,,,,,Cooley
15388,,,,,
15389,,,,,Khawak
15390,Myanaung,,,1886,
15391,,,,,King Mindon
15392,,,,"the 13th, 14th",Charles Winston
15393,,,,,
15394,Persia,,,,
15395,,Sultan Selim II,,the next year,Don Juan
15396,Victoria,,,,
15397,earth,,,,
15398,,,,1693,
15399,,,,,
15400,,,,the 30th,Clinton
15401,,,,,
15402,,,,,
15403,the Indian Ocean,,,winter,
15404,,,,,
15405,,,,,
15406,,,,,
15407,,,,,
15408,B.C.,,,,
15409,,,,,
15410,Lima,,,,
15411,,,,17th of April 1653,
15412,,,,the 21st of July,
15413,,,,,
15414,France,,,the 22nd of June 1559,Elizabeth
15415,,,,,
15416,,,,,
15417,South Wales,,,,Coal
15418,,,,,
15419,,,,,
15420,,,,,Gustavus
15421,Los Angeles,,,the 13th of August 1846,
15422,Massachusetts,the American War of Independence,,1760 to 1775,
15423,Florida,,,the year,
15424,,,,,
15425,the United States,,,,
15426,,,,,
15427,,,,,
15428,Italicum,,,,Severus
15429,,,,,Jesus
15430,,,,,
15431,,,,,
15432,,,,,&c. Nevertheless
15433,America,,,,Cervera
15434,Rome,,,1867,
15435,New York,,,5989,
15436,,,,,
15437,,,,,
15438,,,,,
15439,,,,,
15440,Israel,,,,
15441,,,,1514,Said Khan
15442,Khokand,,,,
15443,Gulf,,,July 1777,
15444,,,,,Dollinger
15445,Hartford,the American Civil War,,1885,George Keller
15446,Great Britain,,,,
15447,,,,,
15448,,,,,
15449,Missouri,,,,
15450,Massachusetts,the War of Independence,,1757 to 1774,Thomas Hutchinson
15451,,,,,Yahweh
15452,,,,,
15453,,,,,
15454,,,,the first two centuries,Numenius
15455,,,,,
15456,,,,,
15457,,,,1750-1817,Abraham Gottlob Werner
15458,,,,,
15459,Yucatan,,,,
15460,Mexico,the War of Secession,,1860,
15461,,,,,
15462,Alexius,,,May 1098,
15463,Philadelphia,,,the 18th of June,
15464,North America,,,winter,
15465,New York,,,the 14th of September,Rodney
15466,oxen,,,,
15467,Ohio,,,1830,
15468,,,,,
15469,,,,,
15470,Todleben,,,1856-1871,
15471,Kotlin,,,,St Petersburg
15472,in1875-1885of,,,,
15473,the Rocky Mountains,,,,
15474,,,,the 79th century,
15475,Russian America,,,1821,
15476,Lake Michigan,,,,Marie
15477,Messina,,,the same year,Henry
15478,Manchester,,,,
15479,Portugal,,,the next few days,Soult
15480,,,,,
15481,India,,,,Gilgit
15482,,,,,Balmer
15483,,,,1827,Juan Josafat Ben-Ezra
15484,,,,,
15485,,,,1896,
15486,,,,,
15487,,,,June,
15488,,,,,
15489,,,,,
15490,,,,,
15491,,,,,
15492,,,,,
15493,,,,,
15494,,,,,
15495,Lake Champlain,,,,
15496,,,,,
15497,Italy,,,the following year,Valentinian
15498,Musselburgh,,the night of June 14,,
15499,,,,,Bill
15500,Alps,,,,
15501,,,,,
15502,,,,,
15503,,,,warm days,
15504,,,,,
15505,the Zuider Zee,,,,Pliocene
15506,,,,,
15507,,,,,
15508,,,,,
15509,Thessaly,,,,
15510,,,,a few days,Thurot
15511,,,,,
15512,,,,,
15513,,,,,
15514,,,,,
15515,,,,,
15516,,,,,Kale Akte
15517,Sicily,,,,Charles
15518,Attica,,,,
15519,,,,,Mytilene
15520,,,,,
15521,,,,,
15522,,,,,
15523,,,,,
15524,,,,,
15525,Cassius,,,,
15526,Aleicandria,,,,Alexandria
15527,Cairo,,,1820,
15528,North Staffordshire,,,,Cholera
15529,,,,,
15530,Armada,,,,King James VI
15531,,,,,
15532,Mesocarpaceae,,,,Zygnemaceae
15533,,,,,
15534,,,,,Carlyle
15535,,,,,
15536,,,,,
15537,,the English Bible,,,
15538,,,,March 1483,
15539,Ampanam,,,,
15540,Hungary,,,,
15541,,,,,Saxo Grammaticus
15542,,,,,
15543,,,the daytime,,
15544,Manchester,,,,Charles Edward
15545,,,,,
15546,,,,,
15547,Egypt,,,,
15548,,,,,
15549,Lahore,,,,
15550,,,,,
15551,,,,,
15552,,,,,
15553,Araba,,,,Jebel Harun
15554,,,,,
15555,,,,,Abdallah b.
15556,,,,,Salih
15557,Japan,,,1910,
15558,La Rochelle,,,the 2nd of July,Poitevin
15559,Italy,,,winter,
15560,,,,,
15561,,,,,
15562,,,,,
15563,Henry,,,,
15564,,,,,
15565,Stockholm,,,,
15566,,,,annual,
15567,Chacao,,,,Ancud
15568,,,,,Balmaceda
15569,Persia,,,,
15570,,,,,
15571,,,,,Jahan Shah
15572,,,,,
15573,,,,,William Dawes
15574,,,,,
15575,Table Bay,,,,
15576,Fairfax,,,the 16th of April,Hyde
15577,south,,,,
15578,,,,,
15579,,,,,
15580,the Dead Sea,,,,
15581,Ladakh,,,,
15582,Tibet,,,,Himalaya
15583,,,,,
15584,,,,,
15585,,,,,
15586,,,,,
15587,Wales,,,,
15588,,,,1796,Mumbles Head
15589,north-east,,,,
15590,,,the night of the 25th26th,,Ivanov
15591,Hampshire,,,,Beaulieu
15592,,,,1756,
15593,Germany,,,,
15594,,,,,
15595,,,,1812,
15596,Boccaccio,,,,
15597,Achin,,,January 1874,
15598,,,,,St Beron
15599,The City Shower,,,,
15600,,,,July,Kruger
15601,New Brunswick,the War of Independence,,the 3rd of December 1776 to the 13th of April 1777,
15602,,,,,Winckelriet
15603,Malaysia,,,,negrito
15604,the United States,,,1858,
15605,,,,,
15606,Echinothuridae,,,,
15607,,,,,Edrioaster
15608,,,,the autumn of 1899,
15609,,,,,
15610,,,,,
15611,,,,,
15612,Nergal,,,the days,Ninib
15613,England,,,1584,Mar
15614,,,,,
15615,Volga,,,Cretaceous,
15616,,,the hour,,
15617,,the War of Independence,,1777,
15618,,,,,
15619,the Saronic Gulf,,,,
15620,,,,,Peiraeus
15621,Yahweh,,,,Yahweh
15622,,,,,Vascular Cryptogams
15623,,,,,
15624,,,,,
15625,,,,,
15626,,,,,
15627,,,,,
15628,,,,,
15629,,,,,
15630,,,,,Slaveno-Serbski
15631,,,,years,
15632,,,,winter,
15633,,,evening,this season,
15634,,,,,
15635,Nile,,,,Giza
15636,Congo,,,,Zambezi
15637,Italy,,,1603,Grisons
15638,,,,July 1474 - June 1475,Neuss
15639,,,,,
15640,West,,,,
15641,,,,eight or fifteen days,
15642,,,,,Brasidas
15643,,,,,
15644,,,,,
15645,India,,,annually,
15646,,,,,
15647,Longfellow,,midnight,the 18th-19th of April 1775,Justin Winsor
15648,Tibet,,,,
15649,,,,,
15650,,,,,Ormarah
15651,,,,,
15652,,,,the 29th of July 1748,Pondicherry
15653,,,,,
15654,,,,,
15655,,,,,
15656,,,,,
15657,,,,,
15658,Psilotum,,,,Psiloteae
15659,Megalopteris,,,,Lepidodendreae
15660,,,,,Macrozamia
15661,,,,,
15662,Argonne,,,,Fliche
15663,Discoglossidae,,,,Ecaudata
15664,,,,,
15665,Florida,,,,
15666,Paris,,,,Eudes Arpin
15667,,,,any season of the year,
15668,Mississippi,the War of Independence,,1777,
15669,,,,summer,
15670,,,,,
15671,,,Only a few minutes,,
15672,,,,,
15673,,,,,Howie
15674,,,,,
15675,,,,,
15676,,,,,Fred
15677,,,,,Gabriel
15678,didn.t,,,,
15679,Kiera,,,,
15680,,,,,
15681,,,,,Tim
15682,Deidre,,,,Gabe
15683,,,,,
15684,,,,,
15685,,,,,
15686,,,,,
15687,,,,,
15688,,,,,Wright
15689,,,,,
15690,,,,,
15691,,,,,
15692,,,,,
15693,,,,,
15694,,,,,
15695,,,,daily,
15696,Emu,,,,Schengen
15697,,,,,
15698,,,,,
15699,,,,,
15700,,,,,Sussex
15701,,,,,
15702,,,,,Blair
15703,,,,,John Deacon
15704,,,,,
15705,,,,,
15706,,,,,
15707,,,,,
15708,,,,,
15709,,,,,Primary Children
15710,,,,,
15711,,,,,
15712,,,,,
15713,,,,,
15714,,,,,
15715,,,,,
15716,,,,,
15717,,,,,
15718,,,,,
15719,,,,,
15720,,,,,
15721,,,,,
15722,,,,,Papert
15723,,,,,
15724,,,,,
15725,,,,,
15726,,,,,
15727,,,,,
15728,,,,,Bennett
15729,,,,,
15730,,,,,
15731,,,,,
15732,,,,,
15733,,,,,
15734,,,,,
15735,,,,,
15736,,,,,
15737,,,,,
15738,,,,,Steven Metsker's
15739,,,,,
15740,,,,,
15741,,,,,
15742,,,,,
15743,,,,,
15744,,,,,
15745,,,,,
15746,,,,,
15747,,,,,
15748,,,,,William
15749,Britain,,,,
15750,,,,,Dunoon Pier
15751,,,,,
15752,,,,,
15753,,,,,
15754,,,,,
15755,,,,,
15756,,,,,
15757,,,,,
15758,,,,,
15759,,,,,
15760,,,,,
15761,,,,,
15762,,,,,Johnson
15763,,,,,
15764,,,,,
15765,UK,,,,
15766,,,,,
15767,,,,,Approach Emma
15768,california,,,,
15769,,,,,
15770,Valley,,,,
15771,,,,,
15772,,,,,
15773,,,,,
15774,,,,,
15775,,,,,
15776,,,,,
15777,,,,,
15778,,,,,
15779,,,,,
15780,,,,,
15781,,,,,
15782,,,,,
15783,,,,,
15784,,,,,
15785,,,,,
15786,,,,,
15787,,,,,
15788,,,,,
15789,,,,Year,
15790,,,,,
15791,,,,,
15792,,,,,
15793,,,,,
15794,Ireland,,,,
15795,,,,,
15796,,,,,
15797,,,,,
15798,,,,,
15799,,,,,
15800,,,,,
15801,,,,,
15802,,,,,
15803,,,,,
15804,,,,,
15805,,,,,Markov
15806,,,,,
15807,,,,,
15808,,,,,
15809,,,,,
15810,,,,,
15811,,,,,
15812,North America,,,,Powell
15813,,,,,
15814,Italy,,,,
15815,Torontal,,,,
15816,Alps,,,the 2nd century,
15817,,,,,
15818,Vedic,,,,Upanishads
15819,Hungary,,,1880,
15820,,,,,
15821,,,,,
15822,,,,,Martha
15823,,,,,
15824,London,,,the day,
15825,,,,,
15826,Panama,,,,
15827,,,,,
15828,,,,,tom
15829,Rome,,,,
15830,,,,,
15831,,,,,
15832,,,,,
15833,America,,,,
15834,,,,,
15835,,,,,
15836,Asia,,,several months,
15837,,,,,
15838,,,,,Tai
15839,,,,1792,Prosodia
15840,Italy,,,,Croats
15841,,,,,Luke
15842,Onkelos,,,,Targum
15843,,,,,
15844,,,,,
15845,,,,,
15846,,,,,
15847,,,,,
15848,,,,,
15849,,,,,
15850,,,,this day,
15851,,,,,
15852,,,,,St Thomas Aquinas
15853,,,,,
15854,,,,,
15855,,,,,
15856,Homer,,,several centuries earlier,Fick
15857,Heliand,,,,
15858,,,,,gymnasia
15859,,,,,
15860,pp.,,,1905,Pauline
15861,,,,,Padre Ferreira de Almeida's
15862,,,,,
15863,,,,several years,
15864,,,,,Pauline
15865,,,,,
15866,,,,,
15867,Munda,,,,Tibeto-Burman
15868,,,,,
15869,,,,,
15870,Dinapur,,,,
15871,,,,1841-1852,Gesammelte Werke
15872,,,,,Croats
15873,Austria-Hungary,,,the middle ages,
15874,Servia,,,,Dossitey Obradovich
15875,,,,,Max Muller's
15876,,,,,Roth
15877,,,,,Elohim
15878,,,,,
15879,the Gold Coast,,,,Tshi
15880,,,,,
15881,,,,,
15882,,,,,
15883,Spain,,,,
15884,Asia,,,the 16th century,Castiian
15885,Spain,,,,
15886,Leon,,,some quarters,
15887,,,,,Gustavus
15888,,,,,
15889,,,,,
15890,,,,,Shakespeare
15891,,,,,
15892,,,,,
15893,,,,,
15894,,,,,
15895,,,,,
15896,,,,,
15897,,,,,
15898,,,,,
15899,,,,,
15900,,,,,
15901,,,,,
15902,,,,,
15903,,,,,Paul Hobbs
15904,,,,,
15905,,,,,
15906,,,,,
15907,,,,four-year,
15908,,,,,
15909,,,,,
15910,,,,,
15911,,,,,
15912,,,,,Butler
15913,,,,,Shibatani
15914,Iraq,,,,
15915,,,,,
15916,,,,,
15917,,,,,
15918,,,,,
15919,,,,,
15920,,,,,Reames
15921,,,,,
15922,,,,,
15923,,,,,
15924,,,,,
15925,,,,,Gifts
15926,,,,,
15927,,,,,
15928,,,,,
15929,,,,,
15930,,,,,
15931,,,,,
15932,,,,,
15933,Asia Minor,,,1856-1890,
15934,Marrucini,,,,
15935,India,,,,
15936,Asia,,,,
15937,Munda,,,,Monkhmer
15938,,,,,
15939,Spain,,,,
15940,,,,,Rabbi Jonah
15941,,,,,
15942,,,,,
15943,,,,,
15944,,,,,Mishnah
15945,Renan,,,the 19th century,Noldeke
15946,,,,,
15947,,,,,
15948,Mexico,,,,
15949,Nicaragua,,,,Lehmann
15950,Honduras,,,,Maya
15951,Honduras,,,,
15952,Guatemala,,,many centuries,Maya
15953,Pest,,,1809,Kolcsey
15954,,,,,
15955,,,,,
15956,,,,recent years,
15957,,,,,
15958,Paris,,,,
15959,,,,,
15960,Sweden,,,,
15961,England,,,,
15962,,,,1908,
15963,,,,,
15964,,,,,
15965,,,,,
15966,,,,,James Legge
15967,Sumerian,,,,Halevy
15968,,,,,Halevy
15969,Sumerian,,,many centuries,Semitisms
15970,Egypt.-In,,,,
15971,,,,,
15972,,,,,
15973,,,,,Scots Chaucerian
15974,America,,,March,
15975,the East Pacific,,,1878,
15976,Rome,,,,
15977,,,,,Joseph
15978,,,,1880,
15979,India,,,,
15980,India,,,,
15981,,,,,
15982,Seoul,,,,Episcopal Church
15983,,,,,
15984,,,,,
15985,,,,,
15986,,,,,
15987,,,,,
15988,,,,,
15989,Linguistic,,,,Esther
15990,Icelandic,,,a very early period,
15991,,,,,
15992,,,,1820,
15993,,,,,
15994,B.C.,,,,Yahweh
15995,,,,,Targum
15996,,,,,
15997,,,,,
15998,,,,,
15999,Albania,,,,Vlachs
16000,,,,,Gifts
16001,,,,,
16002,,,,,Levin
16003,,,,,
16004,,,,,Metonymy
16005,Dublin,,,,Joyce
16006,Linguistic,,,trilingual,
16007,,,,,
16008,,,,,
16009,Canada,,,,
16010,,,,,
16011,,,,,
16012,,,,,
16013,,,,,
16014,,,,,
16015,,,,,
16016,,,,,
16017,,,,,
16018,,,,,
16019,,,,,
16020,,,,,
16021,,,,,Zoe Saldana
16022,,,,,Archer
16023,,,,,Lhamas
16024,,,,,
16025,Asia Minor,,,,
16026,,,,,
16027,,The Elvish Linguistic Fellowship,,,
16028,,,,,
16029,Babylonia,,,4th century,Onkelos
16030,,,,,
16031,,,,,
16032,,,,,
16033,,,,,
16034,,,,,
16035,,,,,
16036,,,,,
16037,,,,,
16038,,,,,
16039,,,,,
16040,Armada,,,,Plymouth Hoe
16041,Longfellow,,,,Marco Polo's
16042,,,,,Normandy
16043,Britain,,,,
16044,,,,,
16045,,,,,
16046,,,,,
16047,,,,,
16048,Euphrates,,,,Nahr Sura
16049,,,,,
16050,,,,,
16051,Euphrates,,,1909,
16052,,,,,
16053,Ireland,,,,
16054,Mucury,,,,Minas Geraes
16055,,,,,
16056,,,,,
16057,London,,,,
16058,,,,,
16059,Florida,,,1512,Juan Ponce de Leon
16060,,,,,
16061,Hudson,,,,
16062,Tonawanda,,,,Westward
16063,South Wales,,,,
16064,,,,,
16065,,,,1838,
16066,Russia,,,,Bosphorus
16067,the Bay of Mezen,,,,
16068,Lake Ilmen,,,,Lovat
16069,,,,,
16070,,,,,
16071,Israel,,,,
16072,the Mississippi Sound,,,,
16073,Wilmington,,,,
16074,the Shan States and Tongking,,,,
16075,Asia,,,,
16076,Gibraltar,,,November,
16077,,the Revolutionary war,,1793,
16078,United States,,,1905,
16079,Hillsborough Bay,,,,
16080,Chioggia,,,,Lido
16081,,,,,Mogilev
16082,,,,,Buriganga
16083,the Scilly Islands,,,the end of January,
16084,,,,season,St George's Channel
16085,,,,,
16086,the Holy Land,,,,Seljuks
16087,,,,,
16088,,,,,
16089,Dorpfeld,,,,Ilissus
16090,,,,,
16091,,,,,
16092,,,,,Charles Hardy
16093,,,,,
16094,N.E.,,,,
16095,,,,40s,
16096,Winchelsea,,,the 15th century,
16097,Ireland,,,more than six years,Wesley
16098,,,,,
16099,,,,,
16100,Cuba,,,,Bahama
16101,,,,,Banjaluka
16102,the Cape Fear,,,1902,
16103,,,,,
16104,,,,,
16105,,,,,
16106,the North Sea,,,,Texel
16107,,,,,
16108,,,,,
16109,the West Indies,,,July,Ganteaume
16110,Cadiz,,,August,Villeneuve
16111,,,,,
16112,,,,,
16113,,,,,
16114,,,,,
16115,Practica,,,,Leonardo
16116,Smith Sound,,,,Kennedy Channel
16117,Izanami,,,,
16118,North,,,,
16119,Ptychodera,,,,
16120,Hamburg,,,the last two years of the 19th century,
16121,,,,,
16122,New York,,,,
16123,Lechlade,,,,Windrush
16124,Bhareli,,,,Aka
16125,,,,,
16126,,,,,
16127,,,,,
16128,,,,,Milford Haven
16129,,,,,
16130,,,,,
16131,Valenciennes,,,,Nord
16132,,,,,
16133,,,,,
16134,Lagoa Mirim,,,,
16135,Brazil,,,,
16136,,,,,
16137,Normandy,,,1067,
16138,Korsor,,,the 14th and 17th centuries,
16139,,,,,
16140,,,,,
16141,,,,many years,
16142,,,,,
16143,,,,,Richard Cobden
16144,Petervarad,,,,
16145,,,,,
16146,,,,,
16147,,,,,
16148,,,,,
16149,Delagoa Bay,,,1845,
16150,,,,,Moldau
16151,Hamburg,,,,
16152,England,,,1759,Rodney
16153,Sandwich,,,the 16th century,
16154,,,,,
16155,Baltic,,,,
16156,,,,,
16157,Europe,,,,
16158,,,,,
16159,Mannheim,,,the 1st of July,
16160,,,,annually,
16161,Strassburg,,,,
16162,,,,,
16163,,,,,
16164,Toronto,,,,Hamilton
16165,,,,,
16166,Straits,,,,Sackville Carden
16167,,,,March,
16168,,,,,
16169,,,,May 13,Goliath
16170,,,,,9 m.
16171,,,,,
16172,,,,,
16173,,,,,
16174,Wicomico,,,,
16175,,,,1873,
16176,,,,,
16177,,,,,Frankfort
16178,Mediterranean,,,,Commandant Roudaire
16179,Madeira,,,,
16180,Victoria,,,,
16181,Victoria Bay,,,,
16182,United States,,,,Elizabeth
16183,London,,,July 1892,
16184,,,,,Suvadiva
16185,,,,,
16186,Inland Sea,,,,&c.
16187,Immingham,,,,Humber
16188,,,,,
16189,Goalanda,,,,Jamuna
16190,,,,,
16191,,,,dry season,
16192,,,,,
16193,,,,,
16194,Channel Islands,,,Scilly,
16195,,,,,
16196,,,,,
16197,Mediterranean,,,,
16198,Bear Island,,,,
16199,B.C.,,,,Curius Dentatus
16200,,,,,Velinus
16201,Nile,,,,
16202,,,,,
16203,,,,,
16204,Nicephorus Phocas,,,,
16205,,,,1840,
16206,,,,,
16207,Somme,,,,
16208,Tudela,,,,
16209,Barbados,,,,Downs
16210,,,,,
16211,Ayscue,,,,Blake
16212,,,,,Tromp
16213,,,,,
16214,,,,,
16215,,,,,Monk
16216,,,,July,Breda
16217,,,,the 13th of March 1672,Robert Holmes
16218,Wales,,,,Richard
16219,,,,,
16220,the Gulf of St Lawrence,,,,
16221,the North Sea,,,,
16222,Madagascar,,,,
16223,,,,,Divette
16224,,,,,
16225,,,,,
16226,Louisiana,,,1910,
16227,Davenport,,,,
16228,,,,,
16229,Europe,,,nearly two centuries later,Dimna
16230,,,,,Nahr al-Kowsit
16231,Itchen,,,,
16232,,,two hours,,
16233,Glasgow,,,,Cowes
16234,the Channel Islands,,,,
16235,,,,,
16236,Konigsberg,,,,
16237,,,,,
16238,,,,,
16239,,,,,
16240,,,,,
16241,,,,,
16242,Inchgarvie,,,1889,
16243,St Louis,,,,
16244,the Missouri River,,,,
16245,Diu,,,,
16246,,,,,
16247,England,,,,Robert Peel
16248,Canterbury,,,,
16249,Queensbridge,,,,Sheerness
16250,Dover,,,1882,
16251,Crimea,,,1858,
16252,Hudson Bay,,,,Nelson
16253,Fairmount,,,,
16254,,,,,Larne Lough
16255,Mahommedan,,,,
16256,New Pomerania,,,,St George 's Channel
16257,Guernsey,,,,
16258,,,,,
16259,,,,,
16260,,,,,
16261,Stour,,,1749,Downs
16262,,,,,
16263,,,,,
16264,Delaware,,,,
16265,,,,,
16266,Glamorgan,,,1891,Swansea Bay
16267,,,,,Coronella
16268,the Rocky Mountains,,,,Matthew
16269,Yucatan,,,a treaty of 1893,
16270,,,,,
16271,Great Britain,,,,
16272,Great Britain,,,,
16273,,,,,
16274,,,,,
16275,U.S.,,,,
16276,United States,,,1880,
16277,,,,,
16278,,,,,
16279,,,,1885,
16280,,,,,
16281,Dallas,,,1908,
16282,Triassic,,,,
16283,,,,,
16284,,,,,
16285,,,,,
16286,Canada,,,early days,The St Lawrence
16287,Canada,,,,
16288,Arkansas,,,,
16289,,,,two or three years,
16290,German Ocean,,,,
16291,,,,,Boeotia
16292,,,,,
16293,Ireland,,,1177,Gloucester
16294,,,,1579,Louis de Foix
16295,,,,,
16296,Mearim,,,,
16297,the Channel Islands,,,,
16298,Choiseul,,,,Buka
16299,,,,1878,
16300,,,,,
16301,,,,,
16302,,,,,
16303,Pamplona,,,,Perez
16304,Germany,,,,Aeneas Silvius Piccolomini
16305,,,,,Gyndes
16306,,,,,
16307,the Channel Islands,,,1564-1566,Guernsey
16308,Scheldt,,,,
16309,,,,,
16310,,,,1903,
16311,,,,,
16312,,,,,
16313,Erie,,,the 16th of August,
16314,,,two harbours,,
16315,the Cape Fear,,,,
16316,,,,,
16317,Ymuiden,,,1865-1876,
16318,,,,September,Oquendo
16319,,,,,
16320,,,,,
16321,,,,,Torne
16322,,,,,
16323,,,,the nights of the 30th and 31st of March,Saltholm Flat
16324,,,,,
16325,Pirmez,,,the latter year,Camille Lemonnier
16326,Cambay,,,,
16327,Bellegarde,,,,Bellegarde
16328,,,,,
16329,,,,,
16330,Overzijde,,,,
16331,,,,1907,
16332,,,,,
16333,,,,the 13th century,Monte Sergio
16334,the Straits of Messina,,,,Cape Bon
16335,South,,,,
16336,,,,1907,
16337,,,,,
16338,,,,,
16339,Abu-l-Muneggi,,,,Al-Amir
16340,,,,,
16341,,,,two years,
16342,Nile,,,,Alexandria
16343,,,,1903,
16344,,,,the 15th,
16345,,,,,
16346,,,,,
16347,,,,,
16348,Naxos,,,,
16349,,,,,
16350,Lancaster Sound,,,,Melville Peninsula
16351,Dietzsch,,,,
16352,,,next morning,,
16353,,,,,
16354,,,,1514,Tournay
16355,the Chakmaktin basin,,,,
16356,,,,,
16357,Kilif,,,winter,
16358,Panguapi Bay,,,,Mira
16359,,,,,
16360,Puna Island,,,,
16361,Machala,,,,Zaruma
16362,north-east,,,,Jambeli
16363,Utica,,,November 1908,
16364,Ismailia,,,,
16365,Portugal,,,summer,
16366,,,,,
16367,,,,,
16368,,,,,
16369,Attock,,,,
16370,,,,,
16371,Northampton,,,1888,
16372,,,,,
16373,,,,,
16374,Afghanistan,,,,Oxus
16375,,,,1702,
16376,,,,,
16377,Mahanadi,,,,
16378,,,,1899,
16379,,,,1908,
16380,,,,,Welsh
16381,Euphrates,,,,
16382,Newfoundland,,,a year,Cornwallis
16383,Basque Roads,,,the 12th of April 1809,
16384,,,,1811,
16385,Portsea Island,,,1901,Langstone Harbour
16386,the Isle of Wight,,,,Portsmouth Harbour
16387,,,,,
16388,Central Asia,,,,Wei
16389,the Java Sea,,,,Java
16390,,,,,
16391,Lake Managua,,,the dry season,Panaloya
16392,Colorado,,,,
16393,,,,,
16394,,,,1916,
16395,Kane Basin,,,,Kennedy Channel
16396,,,,,
16397,the Indian Ocean,,,,
16398,,,,,
16399,the Indian Ocean,,,,
16400,,,,,
16401,,,,,Bosporus
16402,the Gulf of Bothnia,,,,Ulea
16403,Finland,,,,Sederholm
16404,,,,1869,
16405,,,,,
16406,Monmouthshire,,,,
16407,,,,,
16408,Cardigan Bay,,,,Welsh
16409,,,,,
16410,Staden,,,,Sodermalm
16411,Bellot Strait,,,,
16412,,,,,
16413,,,,the 1st of June 1794,Brest
16414,Stockholm,,,,Motala
16415,Penas,,,,Taytao
16416,the Straits of Magellan,,,,
16417,,,,,
16418,,,,1829,FitzRoy
16419,San Carlos,,,,
16420,Chacao,,,,Ancud
16421,San Estevan,,,,Tarn Bay
16422,Magdalena,,,,Frias
16423,,,,,
16424,,,,,Merino Jarpa
16425,,,,,
16426,Mysore,,,,
16427,Cauvery,,,,
16428,,,,,
16429,Austria,,,,
16430,Newcastle,,,,
16431,,,,old days,
16432,,,,,
16433,Clevedon,,,October of 1795,Sarah Fricker
16434,,,One evening,,Watchett
16435,,,,,
16436,Dhana,,,,
16437,,,,,
16438,,,,the 18th century,Rother
16439,Bolivia,,,,
16440,,,,,
16441,the North Dock,,,1851,
16442,,,,,
16443,,,,,King Sweyn Forkbeard
16444,Mogador Island,,,that quarter,
16445,,,,,
16446,,,,the 2nd or 3rd century,
16447,,,,,
16448,,,,,
16449,Sursk,,,the period 1843 to 1853,
16450,,,,,
16451,the Bay of Navarino,,,,Osman Aga
16452,,,,,
16453,Fort St Philip,,,1755,
16454,,,,1821,
16455,Saginaw Bay,,,,
16456,Lake Superior,,,,St Mary's River
16457,Lake Velinus,,,,
16458,the North Channel,,,,Penrose Quay
16459,North Gate,,,1790,Mathew
16460,the South Channel,,,,
16461,,,,,
16462,North Channel,,,Saugeen,
16463,Ottawa,,,1905,Bulletin No.
16464,,,,,
16465,Raritan,,,1838,
16466,,,,,
16467,France,,,,loo m.
16468,North Sea,,,,
16469,England-3560,,,,Dee
16470,the North Sea,,,,
16471,Somersetshire,,,,
16472,Morecambe Bay,,,,Dee
16473,Stour,,,,
16474,the North Sea,,,,
16475,Cornwall,,,,Devon
16476,Dublin,,,,Anglesey
16477,the Irish Sea,,,,Dee
16478,,,,,
16479,the Strait of Dover,,,Mesozoic,
16480,the North Sea,,,,
16481,North Yorkshire,,,,
16482,,,,,Wealden
16483,England,,,,
16484,Channel,,,,England N.W.
16485,Ireland,,,1906,Rosslare
16486,Havre,,,,Cherbourg
16487,London,,,,
16488,,,,,
16489,Helmund,,,years,
16490,,,,1814,
16491,the Gulf of Finland,,,,
16492,Algorta,,night,1877,
16493,Georgia,,,,
16494,the Red Sea,,,May 1906,Lado
16495,Lake Michigan,,,,
16496,Italy,,,,
16497,,,,,
16498,,,,the year 536,
16499,north-east,,,,
16500,Chile,,,,Cape Espiritu Santo
16501,,,,,
16502,Cape Horn,,,,Wollaston
16503,Pacific,,,,Stewart Islands
16504,Magellan Strait,,,,Cook
16505,San Giorgio,,,,
16506,Holland,,,,
16507,the Hollandsch Diep,,,,Krammer
16508,,,,,Neira
16509,Bengal,,,,
16510,,,,,
16511,,,,,
16512,,,,,
16513,Bombay,,,,
16514,,,,,
16515,,,,,
16516,Austria,,,the 27th of September 1896,Danube
16517,Critice,,,1874,Titu Maiorescu
16518,Missouri,,,,
16519,Missouri,,,,
16520,Colombia,,,,Mira
16521,,,,,
16522,the Lower Magdalena,,,,
16523,Magdalena,,,,
16524,,,,,
16525,,,,,
16526,Leicestershire,,,1387,Winchester
16527,France,,,1872,
16528,Havre,,,summer,
16529,,,,,Maurice Barres
16530,,,,,
16531,,,,,
16532,,,,,
16533,,,,,
16534,,,,,
16535,,,,,
16536,,,,,
16537,,,,,
16538,,,,,
16539,,,,,
16540,,,,,
16541,,,,,
16542,,,,,Jenn
16543,,,,,
